,sentence,subjectivity_score,label
34,the [PROPN] way be focus on value creation through a disciplined and structured improvement process with the objective be to earn an economic profit throughout the business cycle and deliver above market return to our stockholder .,0.13333333333333333,fact
35,the [PROPN] way transformation be a way we work to create value for our stockholder by improve our margin across the business cycle through sustainable improvement to our cost structure achieve operational excellence at all of our facility and provide our customer with differentiated and value create solution .,0.0,fact
36,we be in the second full year of what we see as a multi - year process but as our current result reflect we be not where we need to be yet .,0.3166666666666667,fact
37,we be make real progress and we be create value by produce well margin than we have in similarly difficult condition in the past and the continuation of this process will lead we to sustainable margin that will deliver economic profit throughout the business cycle .,0.4375,neutral
38,"today equity market be too heavily influence by short - term focus which can be a true impediment to real and sustainable value creation by detour and discourage the investment in and commitment to innovation , technology and product development that will drive profitability over the long - term .",0.43000000000000005,neutral
39,"we be pursue a value creation strategy that will benefit the true long - term investor , that provide a sustainable capital base for our company .",0.6833333333333332,opinion
40,these be the people that own our company and be the people we work for and we will make our strategic decision base on what we believe be in their good interest and not for the benefit of those that invest in short - term market volatility .,0.725,opinion
41,with the [PROPN] [PROPN] we achieve economic profit in 2014 and create commercial entity to get close to our customer .,0.1,fact
42,we launch operational excellence strategy where the improvement in capex management and delivery performance and be hold our leadership team to high level of personal and professional accountability .,0.3133333333333333,fact
43,no doubt we have a lot more work to do and we will not be deter by short - term volatility .,0.4,neutral
44,and now I will turn the call over to [PROPN] to cover several important area .,0.5,neutral
45,", [PROPN] .",0.0,fact
46,we 've take aggressive and decisive action to address the extremely challenging condition we be currently face in [PROPN] [PROPN] .,0.5,neutral
47,some of these be very difficult decision that have a significant impact on our employee and their family and we do not take these lightly .,0.8583333333333334,opinion
48,but these be some of the action that be necessary for we to remain well positioned to respond when the market condition improve .,0.55,neutral
49,"we have reduce our operating grade at all of our facility in [PROPN] [PROPN] and will continue to make the adjustment necessary to serve our customer in the most cost effective manner without sacrifice quality , delivery and service that our customer rely on .",0.7666666666666666,opinion
50,and most importantly we will do this without compromise our commitment to the safety of our employee .,0.75,opinion
51,in this regard while we continue to make improvement in our safety process and performance we be still not satisfied and we 'll keep work toward our goal of zero incident and injury .,1.0,opinion
52,"our order rate have be significantly impact by high level of import into the north american market that have continue unabated , result in operating level that have cause we to lay off a significant number of our employee and will likely result in the number of lay - off increase go forward .",0.658,opinion
53,"we be attack every aspect of our cost structure and exercise every opportunity that we have to eliminate , reduce and defer cost .",0.0,fact
54,we have many cost lever that we can pull in response to a downturn in market condition and we be pull they as quickly and as hard as we can .,0.5138888888888888,neutral
55,we estimate that the impact of these short - term action will reduce cost over the balance of the year by at least $ 200 million .,0.26666666666666666,fact
56,I would like to emphasize that these be the result of short - term action that will reverse as eventually -- as we eventually return to normal operating level and bring our people back to work .,0.26249999999999996,fact
57,these cost reduction be in addition to the sustainable improvement to our business model result from our [PROPN] [PROPN] transformation that [PROPN] discuss a few minute ago .,0.1,fact
58,unfortunately we have also have to resort to issue award [ ph ] notice over the last few month which will help we with the flexibility we need to continue to adjust our operating level to match our customer 's need .,0.3888888888888889,neutral
59,while these award notice cover a large number of employee and facility the actual number of employee lay off and the operating level at our facility will be determine by market condition .,0.2642857142857143,fact
60,we be also take action to reduce our corporate and support function cost .,0.05,fact
61,"we currently have three blast furnace idle at our steel produce facility , one at [PROPN] , one at [PROPN] [PROPN] and one at [PROPN] .",0.4,neutral
62,we will run the other eight blast furnace at level that will provide the steel we need to meet our customer ' requirement and we remain ready to respond as order rate improve .,0.4375,neutral
63,we continue to operate finish facility at all of our flat - roll plant and be produce energy tubular product for our customer at all of our tubular facility with some facility run at significantly reduce operating rate .,0.5,neutral
64,while we be take these short - term action we continue to aggressively pursue the long - term strategic initiative that be critical to the ultimate success of our transformation and the creation of value for all of our stakeholder .,0.43333333333333335,neutral
65,our commercial entity be firmly in place and be actively engage with our customer to find the differentiate steel solution that will drive high margin for both of we and our customer and transition we from merely be just another vendor to be a trust business partner .,0.40800000000000003,neutral
66,we continue to make the investment to implement our [PROPN] way drive reliability center maintenance program at all of our facility .,0.1,fact
67,"this will result in more consistent , efficient cost effective and safe operating condition as we be focused on achieve operational excellence at not just our production facility but in every aspect of our business model .",0.5125,neutral
68,now before we take your question I would like to give a brief summary of what we be see in our market and our guidance for 2015 .,0.3333333333333333,fact
69,the automotive market continue to be a very good market for we and we expect it to remain strong throughout the year .,0.7566666666666667,opinion
70,"we expect to see continued growth in construction , include increase demand for construction equipment .",0.0,fact
71,"recent service center datum , particularly flat roll inventory level and material and order level suggest that order rate should start to improve during the second quarter .",0.11875,fact
72,"exclude the energy sector , steel consumption in [PROPN] [PROPN] be generally good , but extremely high level of import , many of which we believe be unfairly trade continue to negatively impact order rate for domestic steel producer .",0.5233333333333333,neutral
73,"in the energy market , rig count continue to decline and the high level of import ton that continue to arrive suggest that a recovery in domestic order rate will be difficult until late in the year at good .",0.568,neutral
74,we continue to expect slight growth in steel consumption in [PROPN] with well growth rate in the central european region .,0.13888888888888887,fact
75,to turn out to slide 12 and we 'll take a look at our outlook .,0.0,fact
76,"we have enter 2015 in a very volatile market and face significant headwind from dramatically low oil price , low steel price , a strong [PROPN] dollar and significant import pressure .",0.5638888888888889,neutral
77,"as we progress through the first quarter , these headwind become much strong .",0.5333333333333333,neutral
78,spot price for flat roll product have decrease at an accelerated pace reach level well below market expectation at the beginning of the year and import have remain at historically high level .,0.33249999999999996,fact
79,the pace and the magnitude of the drop in both oil price and drilling rig count have result in decrease steel demand for both finish product and substrate supply by our flat roll segment for the production of tubular product .,0.125,fact
80,low order rate for both flat rolled and tubular product have result in low utilization rate and increase operational inefficiency at all of our facility in [PROPN] [PROPN] .,0.24166666666666667,fact
81,we expect low overall steel consumption level to extend time need to rebalance supply chain inventory level in both flat rolled and tubular market we serve .,0.14166666666666666,fact
82,"we have take aggressive action to reduce cost and adjust our operating level in the near term , but can not fully offset these increase headwind .",0.25,fact
83,take into account all of the significantly negative change we have see in our market over the last three month .,0.23333333333333334,fact
84,we now expect our full year 2015 adjust [PROPN] to be between $ 700 million and $ 900 million .,0.55,neutral
85,we be take action [ ph ] for not only cost reduction but also for the increase opportunity that our more nimble cost structure enable .,0.5333333333333333,neutral
86,"we be in the long term journey , we be make progress and we will continue to do so .",0.4,neutral
87,[PROPN] .,0.0,fact
88,"[PROPN] , can you please queue up for question .",0.0,fact
89,question - and - [PROPN] [PROPN] yes .,0.0,fact
90,[ [PROPN] instruction ] .,0.0,fact
91,our first question today come from the line of [PROPN] [PROPN] represent jefferie .,0.3333333333333333,fact
92,please go ahead .,0.0,fact
93,hi  .,0.0,fact
94,[PROPN] .,0.0,fact
95,"first question I have be , just in regard to how we should think about some of the move part into the second quarter .",0.16666666666666666,fact
96,"and I know you 've sort -- you step away from provide specific guidance on a quarterly basis but pre - mature price pressure , I have see in the first - half of this year and you get lag in contract and that be go to impact sell price .",0.18125,fact
97,"you have also be very aggressive on the cost reduction side , and idle some facility .",0.3,fact
98,"so I be just hope you can provide some high level color in term of how we should think about 2q versus [PROPN] , the full year guidance be interesting but without some level of context it be n't as useful as I think it could be with some color on that ?",0.39749999999999996,neutral
99,"well [PROPN] , I think you be exactly right about price .",0.5357142857142857,neutral
100,"I mean clearly when you look at our contract structure and we have that chart that we share [ ph ] , we will see some significant decrease in our average price of flat roll quarter - over - quarter .",0.49416666666666664,neutral
101,and I think as you look on the market I do n't think there be expectation you will get any volume offset for that .,0.0,fact
102,"you know on the tubular market , the rig count just continue to fall .",0.0,fact
103,"we be already down into the low [PROPN] now , that result in make the supply chain inventory situation bad there , because [ indiscernible ] so fast .",0.4638888888888889,neutral
104,so I think you be go to see a continued deterioration in tubular market for some time also .,0.0,fact
105,okay .,0.5,neutral
106,so I mean it sound like you be say else equal you think 2q low than [PROPN] but then nice recovery in the second - half largely up on pricing .,0.4040922619047619,neutral
107,"yeah , you should think of it as a normal flow - through when you look at the contract price that be there for we .",0.6499999999999999,opinion
108,but there be sign that some inventory level on the flat roll side be begin to dwindle .,0.125,fact
109,we be begin to see an order intake pick - up and there seem to be inflection as far the pricing be concern .,1.0,opinion
110,okay .,0.5,neutral
111,"and then secondly on tabular , the shipment decline in the first quarter be bit more extreme than expect , clearly we be expect a fall off give the rig count but I recall you point out that [PROPN] - [PROPN] shipment be generally okay .",0.4527777777777778,neutral
112,"so as we look through the remainder of the year I guess my thought on where we might see a bottom in term of timing and just magnitude and shipment , feel like its maybe move up a bit .",0.0,fact
113,"as you look out , you think it be go to be well into the back - half of the year before we see a pick - up in shipment .",0.08333333333333333,fact
114,"how do you think about the progression of shipment in tubular from here do we sort of stay at this level for next couple of quarter , or you see that sort of you know continue to decline ?",0.0,fact
115,"well I think the decline into tubular be continue , certainly in the order [PROPN] .",0.5714285714285714,neutral
116,"I think we will see and close to very , very low bottom at that point and then we be just go to have see how much [PROPN] be go to begin to flow back , and the other thing be go to be how import be go to keep play a role in there too .",0.24125000000000002,fact
117,our next question today come from the line of [PROPN] [PROPN] with [PROPN] and [PROPN] .,0.0,fact
118,please go ahead .,0.0,fact
119,[PROPN] [PROPN]  very much .,0.26,fact
120,"hi , gentleman .",0.0,fact
121,", [PROPN] .",0.0,fact
122,"[PROPN] [PROPN]  , [PROPN] .",0.0,fact
123,"I also want to drill down on your guidance and specifically we be try to get a well handle on how to think about unit cost progression and I look back at the result in the fourth quarter in the flat roll segment we be very impressive , even with a nearly 20 % decline sequentially volume , the calculate unit cost be only up $ 10 per ton and in the first quarter and certainly I applaud you guy for operate with all the challenge you have , 60 % operate but with volume down 13 % sequentially , unit cost blow out up a $ 100 per ton .",0.4007539682539683,neutral
124,"so can you help we understand a little bit about the move part and the impact on the unit cost and how we should be think about that as you be also aggressively work on [PROPN] [PROPN] go forward , how should we think about that come together ?",0.5,neutral
125,[PROPN] [PROPN] [PROPN] well [PROPN] on the unit cost you know the low operating rate go the strong inefficiency you get they just get to be a big headwind on that point basis .,0.37777777777777777,fact
126,"the other thing that probably in that first quarter versus fourth quarter projection be you do have a normal seasonal impact , negative impact 1q versus 4q on your mining operation and that will not be not only our whole year mining operation but also we think about our investee , our investment in mine [PROPN] that flow through also and then I think there be also some , as we be move towards lie off we have some accrual in there that address the come lay - off that be go to be hit we .",0.4511904761904762,neutral
127,"so those be probably some of the cost piece that make that absorption look bad , much bad during the fourth quarter and the absolute total cost be a little bit down but with volume be down the cost absorption just really take over .",0.47345679012345676,neutral
128,[PROPN] [PROPN] okay so if I understand you correctly some of those item be certainly as you guy be reposition the workforce and resize it if you will and some seasonal and also we note that the [PROPN] operating rate seem to have pick up during in the last couple of week .,0.37936507936507935,fact
129,would that be indicative of what you guy be see in your trend in your order book ?,0.0,fact
130,so if from an operating or capacity utilization standpoint how should we think about that for you guy ?,0.0,fact
131,I think that ' true in the flat roll side [PROPN] .,0.3875,neutral
132,"if you look at inventory they come down a little bit again I think order intake be -- we 've see that begin to grow but on the tubular side there be still a very significant amount of inventory in place , I would suggest around 9 to 10 month and import be still come in .",0.5962962962962963,neutral
133,so you got to make that distinction .,0.0,fact
134,"[PROPN] [PROPN] and again that 's go to impact the substrate , I guess pull from flat roll as well continue ?",0.125,fact
135,"yeah , very definitely [PROPN] .",0.65,opinion
136,we have a significant presence in the energy business and the flat roll segment be the sole supplier to the energy division .,0.4166666666666667,neutral
137,"[PROPN] [PROPN] okay I 'll turn it over and look to get back in the queue ,  .",0.25,fact
138,and our next question today come from the line of [PROPN] [PROPN] with [PROPN] [PROPN] .,0.0,fact
139,please go ahead hey  guy .,0.0,fact
141,"so I guess that 's kind of how you 're think about it , but can you maybe talk a little bit about what sort of I guess , the unknown in that equation be , volume trajectory and volume pricing trajectory in energy for the rest of the year , can you talk a little bit about what might you to the high end of your guidance range versus the low end ?",0.5566666666666666,neutral
142,well I think [PROPN] you have the import .,0.0,fact
143,"the question 's go to be , the three big factor be go to be price and volume and quite the big , couple of big factor of volume be the import level and how fast the supply chain inventory can normalize .",0.225,fact
144,"so I think when you look at that range of outcome for we there be a range of that -- those three piece , one , new price move how much , how fluent , how long they last ; one be pricing inventory really get absorb and the order rate start show up and really as the import situation move do they get well .",0.25353535353535356,fact
145,so I think there be a range of outcome in all those that kind of when you put they all together give we a range of number that we 're look at here .,0.9,opinion
146,"okay , maybe one other one if I may on just an update on the trade case , seem like it 's be pretty tough beginning of the year .",0.6770833333333334,opinion
147,"it seem like the industry have be harm , give everyone 's result have be so , since you step down from 4q to [PROPN] be we close to some sort of filing you think at this point ?",0.2888888888888889,fact
148,"[PROPN] , what I can tell you it ' not a question of if , it ' a question of when .",0.0,fact
149,"and make no mistake we be go to continue to fight against the legal dumping , period .",0.2,fact
150,"okay , well I guess I 'll stay tune then , all right ,  guy .",0.5178571428571428,neutral
151,and our next question be from [PROPN] [PROPN] with [PROPN] .,0.0,fact
152,"please go ahead hey guy , to sort of follow up on your answer to [PROPN] , it sound like you may take an active [PROPN] , typically the [PROPN] do not consider currency movement this quarter , their dump margin .",0.5,neutral
153,"can you talk with a little bit more granularity about kind of the step and typically it take two quarter of loss before it ' most effective to get the optimum dump margin , can you talk a little bit about your strategy , a little bit kind of what you 're do , kind of within the [PROPN] within [PROPN] ?",0.6727272727272728,opinion
154,just talk about your strategy .,0.0,fact
155,it ' clearly something that ' necessary and everybody on the call really want to know kind of what be the [ indiscernible ] of what you 're do ?,0.6208333333333333,opinion
156,"let I put it to you this way , the case that be file , not they be only not complex to put together but they be a one important time saddle that take place against a certain country or certain company .",0.7085714285714285,opinion
157,"what we have do though in the big strategy , we have propose trade language that we hope will be a part of the ongoing debate on [PROPN] .",0.1,fact
158,"that language very much clarify the true definition of injury , it be engraine into x where we can implement and enforce that law and that be the ultimately solution to this situation .",0.6366666666666667,opinion
159,in reality I think the debate around [PROPN] have provide we with a window of opportunity where we can implement what I consider to be the ultimate solution to dump in a country .,1.0,opinion
160,that be the most critical part of that .,0.65,opinion
161,"so it ' an ongoing affair , but now I think we have a well moment to try to do something at this point in time that may become the ultimate solution .",1.0,opinion
162,and [PROPN] the other thing be that we do have on our website where we post our q&a we have a one in there that be a pretty good description of how the process work and what our approach be .,0.6583333333333333,opinion
163,so that ' probably a pretty good reference to everybody in that [PROPN] document that be on page five of that document that ' on our website right now .,0.7119047619047619,opinion
164,sorry question five on the document .,1.0,opinion
165,our next question come from the line of [PROPN] [PROPN] with [PROPN] [PROPN] [PROPN] .,0.0,fact
166,please go ahead .,0.0,fact
167,"hi , great ,  for take my question .",0.75,opinion
168,"I do want to hone in again on the full year guidance now that have be revise , three month ago at $ 1.1 billion to $ 1.4 billion and back then there be n't much visibility , obviously in term of the underlie price assumption behind the guidance and I think that be a bit of a frustrating point for some of we on that call .",0.47500000000000003,neutral
169,so now that we have to cut [ ph ] expectation so I be go to ask the same question again what be the pricing framework if you could give we a sense around ?,0.125,fact
170,"for example your expectation of second half roll coil price , that flow through the $ 700 million to $ 900 million and also what ' your framework around the tubular business for the second half ?",0.08333333333333333,fact
171,.,0.0,fact
172,"[PROPN] [PROPN] [PROPN] well , I think for we to talk about price , where we think price will go when our competitor be on the line , our anti - trust guy will shoot we .",0.0,fact
173,so let 's just not [ indiscernible ] that question .,0.0,fact
174,we ca n't have that discussion in public .,0.06666666666666667,fact
175,"it ' against the law , but we will say that we look at index , we look forex projection we look at same projection everybody else be look at and I think if you go back to [PROPN] most of the expectation where that [PROPN] pricing level for the year be go to be probably $ 50 or $ 60 high than those same index be project now .",0.258,fact
176,"so I think that ' the magnitude , the change that we be pick up now but I think that ' just from the observable market index that be out there .",0.0,fact
177,we look at all those that we can .,0.0,fact
178,we base our decision on that .,1.0,opinion
179,we do n't have some unique view of the world we be put under those projection .,1.0,opinion
180,"okay , just as a follow - up on the $ 190 million [PROPN] benefit how much of that actually flow through the [PROPN] result ?",0.26666666666666666,fact
181,the $ 190 million incremental sorry how much of that flow through the [PROPN] ?,0.6,neutral
182,[PROPN] [PROPN] [PROPN] that ' some stuff that be do during the course of -- it ' usually that ' much more of a future impact because the current quarter we do those thing you do n't get a lot of immediate impact .,0.31875,fact
183,[PROPN] [PROPN] [PROPN] that ' really what 's go to -- most of that would definitely show up in the next three quarter .,0.3,fact
184,okay .,0.5,neutral
185,"and then just the last question , I know you ca n't give we a number but be you embed some kind of price improvement in the second half in your expectation ?",0.2833333333333333,fact
186,[PROPN] [PROPN] [PROPN] we just say we think market condition will be well .,0.0,fact
187,"market condition be go to be a combination of price , volume , import those thing .",0.0,fact
188,"okay , all right  .",0.5178571428571428,neutral
189,and we have a question from the line of [PROPN] [PROPN] with [PROPN] of [PROPN] .,0.0,fact
190,"yeah , hello ,  .",0.0,fact
191,[PROPN] .,0.0,fact
192,"I just want to -- sorry I have the wrong button press , you hear I now right .",0.8119047619047618,opinion
193,okay excellent .,0.75,opinion
194,"so I think you explain really well the caution to the first quarter but it do seem like the contract structure that you give on page 18 , it ' a trail 12 month .",0.26666666666666666,fact
195,"so if we be to see that now it would be change , I imagine because of [PROPN] drop off .",0.0,fact
196,so do that explain maybe why your price only fall $ 7 a ton quarter - over - quarter .,1.0,opinion
197,can you talk a little bit more about how to think about the price trajectory .,0.5,neutral
198,I know you have contract structure the way it be but it seem like it 's be slow to pass through the sharp drop in price just look for a little bit more color about the timing and how to think about that ?,0.5375,neutral
199,"yeah , so I think the big piece , you do see the contract so you can get a good look on how that flow .",0.35000000000000003,fact
200,"if you look these low volume certainly we do much less spot , would typically be much low price .",0.2222222222222222,fact
201,so we do n't have as much of that flow into our mix .,0.2,fact
202,so from that standpoint you have a little strong mix in your average selling price .,0.5444444444444444,neutral
203,"I think if you look at same chart from last quarter , that roll four month you will see that our spot percentage drop 7 % just in one quarter .",0.09583333333333333,fact
204,so that be a pretty significant change of mix that be go to be impact the average spot price .,0.7583333333333333,opinion
205,but without doubt when you think about the trajectory of [PROPN] month - by - month and quarter - by - quarter the adjustable contract be go to see their effect much heavy now than go forward than they do in the first quarter .,0.41666666666666663,neutral
206,okay and maybe you turn away some business that be pretty low price or I mean it seem like a small decline .,0.5774999999999999,neutral
207,"[PROPN] [PROPN] [PROPN] very definitely [PROPN] we always say that , that ' something that we learn more about and we be focus on and that be exactly what happen here .",0.4666666666666666,neutral
208,okay and my other question be just a clarification .,0.4375,neutral
209,"I think you say pretty clearly in the discussion , but you say the one that just do n't necessarily mean that you just close facility .",0.6902777777777778,opinion
210,but it be kind of give you that flexibility .,0.9,opinion
211,but in light of the fact that import be already fall off here irrespective of all this discussion about a trade case and price seem to be recover .,0.7,opinion
212,I just be wonder how to think about how quickly you could change your trajectory or how quickly could we start some of this capacity .,0.5,neutral
213,"how do we think about and if we have a view that thing be on the recovery , how quickly could you respond .",0.5,neutral
214,well [PROPN] I ca n't give you a specific number .,0.125,fact
215,but I can tell you that if you look at the recovery at whatever rate it come back we be go to be there to meet it .,0.0,fact
216,that be the kind of flexibility that we have put in place .,0.9,opinion
217,yeah [PROPN] we have three furnace that we sort of operate now .,0.0,fact
218,one at [PROPN] [PROPN] will be down for a lot of period because of the cash flow project until that be complete but the furnace at [PROPN] and the [PROPN] at [PROPN] they could they come online immediately .,0.34444444444444444,fact
219,so we have the flexibility to bring that on .,0.0,fact
220,and so there be really only very small piece of our capacity that be out for an extended period because of the cash flow project at [PROPN] [PROPN] .,0.76,opinion
221,and we 'll go to line of [PROPN] [PROPN] represent [PROPN] [PROPN] .,0.0,fact
222,please go ahead .,0.0,fact
223,[PROPN] [PROPN] hey guy .,0.0,fact
224,for the opportunity .,0.0,fact
225,listen I just have some question on [PROPN] [ ph ] one off associate with some of these unfortunate redundancy you be have to put through .,1.0,opinion
226,"if we add up all of the employee you 've already lay off plus all the people that you 've get on one notice at the moment , the total about 9000 which be … [PROPN] [PROPN] [PROPN] that ' correct .",0.75,opinion
227,[PROPN] [PROPN] which be about 40 % of your total north american workforce .,0.375,fact
228,I be just wonder if you not be able to tell we what sort of allowance exist in the [PROPN] quarter for some of these redundancy .,0.625,opinion
229,and be there any sort of metric or rule of thumb you could give we think about that in the future .,0.125,fact
230,"[PROPN] [PROPN] [PROPN] [PROPN] , our 10 - q which will be file later today , there be some disclosure on 10 - q on those cost .",0.0,fact
231,I do n't have it in front of I but they be in the [PROPN] so you will be able to get a good look at those .,0.6125,neutral
232,"[PROPN] [PROPN] okay , great  .",0.625,opinion
233,and I will check that out .,0.0,fact
234,the other question I have be just on the tubular business .,0.375,fact
235,again if we look at the asset idling that have be announce today .,0.0,fact
236,"they seem , I guess until at least recently , they be mainly in the welded pipe , less so in the sort of seamless than it be n't until recently we see some announcement on the connection business .",0.23333333333333336,fact
237,"so be there , I guess as you look at the tubular portfolio there ' obviously a difference across all of these asset in term of their margin and profitability .",0.5,neutral
238,but I guess be there a certain amount of high grading go on of the tubular portfolio and be it perhaps that the rig count datum for example kind of overstate the impact to the earning potential of that business .,0.7528571428571428,opinion
239,and then what be really be leave with once this be kind of downsize a little bit be perhaps a slightly high grade or high margin coal .,0.536,neutral
240,well the basic strategy as we 've talk about before really be lead towards an enhanced type of product mix that we 're go to with the generation of the premium connection that we will be launch several than this year .,0.10833333333333334,fact
241,so that be a correct assessment [PROPN] .,0.0,fact
242,"the part though be that if you look at the way in which price of oil fall the rate at which [PROPN] on the part of our customer be curtail or to a very large degree stop , and the dollar strong and the amount of import , it have impact pretty much all the way through .",0.6226190476190476,opinion
243,so we have idle facility that be in the [PROPN] arena a few month ago but we have significantly curtail production on the other part of that business too .,0.45,neutral
244,"so the operating level of some of these facility be incredibly low and that ' what have lead for we to be able to have this view that for a long period of time , throughout this year , the recovery be not go to be there and that ' why the [ indiscernible ] notice be put in place .",0.4416666666666667,neutral
245,the next question come from the line of [PROPN] [PROPN] with [PROPN] .,0.0,fact
246,please go ahead .,0.0,fact
247,"[PROPN] woodworth hi ,  , [PROPN] and [PROPN] .",0.0,fact
248,"[PROPN] woodworth in addition to the project [PROPN] benefit of 340 , there be obviously a lot of other fix cost reduction that you guy be try to achieve either through [PROPN] [PROPN] or the idling of the blast furnace , as well as potential head count reduction .",0.625,opinion
249,can you kind of help we quantify the amount of additional fix cost reduction you be target this year or what would be kind of embed in your guidance range .,0.9,opinion
250,"the fix part be really more in [PROPN] , the other piece really that 200 plus that we disclose today , be from lay - off and idle and thing again , those be more short term operating change , those cost reduction be about 200 plus that we have on that slate today .",0.375,fact
251,fixed cost be really more of the [PROPN] long term improvement business model .,0.3666666666666667,fact
252,[PROPN] woodworth so the 19d have an assumption for head count reduction for the remainder of the year .,0.0,fact
253,"yes , the 19d would have the assumption of head count reduction to the extent they be permanent headcount reduction .",0.0,fact
254,anything that be temporary will be in the part of that 200 .,0.0,fact
255,"[PROPN] woodworth okay , and then a question just on , trade case dynamic and how you be think about it , seem like a lot of the discussion of market have be cold roll and [PROPN] [ ph ] filing but less so on the hot roll market , so I be just wonder do you believe that the overall market in term of the sheet market can improve , if for example you put a cold roll or a [ indiscernible ] case on what would prevent the company or country from just shift say to hot roll production and then export that and coat in the [PROPN] .",0.5541666666666667,neutral
256,do you feel like you need more I guess a blanket solution to the whole problem .,0.45,neutral
257,"well , [PROPN] , first and foremost the trade case that we work on they be all over , they be not just confine to flat roll .",0.22916666666666666,fact
258,they be significant indeed in the tubular side also .,0.875,opinion
259,"when you talk about a permanent solution , I refer back to the work we be do try to seize the moment with the discussion around [PROPN] .",0.0,fact
260,that really be the blanket solution .,0.2,fact
261,"we need a legislative relief that be sustainable and that ' why we 've work very hard and we offer [PROPN] the proper language that clarify definition of injury , that be part of the [PROPN] [PROPN] that be be debate today .",0.4020833333333333,neutral
262,"and if that go into place , then the whole scenario be go to change quite significantly .",0.6375,opinion
